"","State","Region","Retail...recreation","Grocery...pharmacy","Parks","Transit.stations","Workplaces","Residential"
"1","Alabama","Total",-41,-13,19,-30,-32,9
"2","Alabama","Autauga County",-42,-8,-14,NA,-35,16
"3","Alabama","Baldwin County",-47,-19,-27,-24,-32,9
"4","Alabama","Barbour County",-27,-20,NA,NA,-23,NA
"5","Alabama","Bibb County",-25,-10,NA,NA,-32,NA
"6","Alabama","Blount County",-36,-2,NA,NA,-29,15
"7","Alabama","Bullock County",-37,-13,NA,NA,-24,NA
"8","Alabama","Butler County",-37,-5,NA,-45,-30,NA
"9","Alabama","Calhoun County",-40,-17,-22,NA,-33,8
"10","Alabama","Chambers County",-34,1,NA,-12,-28,13
"11","Alabama","Cherokee County",-24,6,NA,NA,-29,NA
"12","Alabama","Chilton County",-41,-11,NA,-27,-26,14
"13","Alabama","Choctaw County",-13,-16,NA,NA,-28,NA
"14","Alabama","Clarke County",-27,-24,NA,NA,-27,NA
"15","Alabama","Clay County",-33,-14,NA,NA,-20,NA
"16","Alabama","Cleburne County",-22,-3,NA,-36,-9,NA
"17","Alabama","Coffee County",-28,-15,NA,NA,-26,11
"18","Alabama","Colbert County",-30,-6,-14,-20,-22,12
"19","Alabama","Conecuh County",-49,-10,NA,-33,-21,NA
"20","Alabama","Coosa County",NA,NA,NA,NA,-28,NA
"21","Alabama","Covington County",-37,-15,NA,NA,-23,7
"22","Alabama","Crenshaw County",-57,-17,NA,NA,-35,NA
"23","Alabama","Cullman County",-33,-2,86,-33,-29,8
"24","Alabama","Dale County",-34,-9,NA,-17,-25,11
"25","Alabama","Dallas County",-27,-2,NA,NA,-22,5
"26","Alabama","DeKalb County",-38,-7,9,-33,-23,11
"27","Alabama","Elmore County",-40,-13,50,NA,-37,8
"28","Alabama","Escambia County",-35,-20,NA,NA,-27,7
"29","Alabama","Etowah County",-47,-13,19,-27,-33,9
"30","Alabama","Fayette County",-23,NA,NA,NA,-28,NA
"31","Alabama","Franklin County",-27,-4,NA,NA,-14,5
"32","Alabama","Geneva County",-34,-4,NA,NA,-28,-2
"33","Alabama","Greene County",11,-22,NA,-32,-33,NA
"34","Alabama","Hale County",-46,-29,NA,NA,-14,NA
"35","Alabama","Henry County",-46,-8,NA,NA,-29,NA
"36","Alabama","Houston County",-46,-18,23,-27,-30,9
"37","Alabama","Jackson County",-31,-4,NA,NA,-25,12
"38","Alabama","Jefferson County",-48,-16,7,-43,-36,11
"39","Alabama","Lamar County",0,2,NA,NA,-28,NA
"40","Alabama","Lauderdale County",-43,-14,-15,NA,-33,9
"41","Alabama","Lawrence County",-27,-6,NA,NA,-25,7
"42","Alabama","Lee County",-52,-23,-14,NA,-36,11
"43","Alabama","Limestone County",-35,-12,38,NA,-32,9
"44","Alabama","Lowndes County",NA,NA,NA,-29,-34,NA
"45","Alabama","Macon County",-29,-12,NA,-42,-37,NA
"46","Alabama","Madison County",-46,-17,35,-39,-38,10
"47","Alabama","Marengo County",-18,-4,NA,NA,-17,NA
"48","Alabama","Marion County",-31,-4,NA,NA,-24,NA
"49","Alabama","Marshall County",-34,-4,107,NA,-30,8
"50","Alabama","Mobile County",-39,-11,-21,-30,-29,9
"51","Alabama","Monroe County",-28,-7,NA,NA,-27,NA
"52","Alabama","Montgomery County",-44,-14,-9,-14,-34,11
"53","Alabama","Morgan County",-37,-4,18,-27,-27,8
"54","Alabama","Perry County",-53,4,NA,NA,-29,NA
"55","Alabama","Pickens County",-36,-4,NA,NA,-36,NA
"56","Alabama","Pike County",-39,-36,NA,NA,-25,0
"57","Alabama","Randolph County",-29,-14,NA,NA,-22,NA
"58","Alabama","Russell County",-28,-5,NA,NA,-27,13
"59","Alabama","Shelby County",-43,-20,44,NA,-36,12
"60","Alabama","St. Clair County",-30,-15,NA,-24,-34,9
"61","Alabama","Sumter County",-52,-6,NA,NA,-31,NA
"62","Alabama","Talladega County",-31,-10,17,-12,-33,7
"63","Alabama","Tallapoosa County",-31,-9,NA,NA,-25,13
"64","Alabama","Tuscaloosa County",-46,-14,-1,-29,-40,12
"65","Alabama","Walker County",-37,-10,NA,-32,-24,12
"66","Alabama","Washington County",NA,-13,NA,NA,-25,NA
"67","Alabama","Wilcox County",-49,-17,NA,NA,-31,NA
"68","Alabama","Winston County",-28,1,NA,NA,-21,NA
"69","Alaska","Total",-48,-27,18,-55,-33,10
"70","Alaska","Anchorage",-49,-25,51,-53,-39,11
"71","Alaska","Bethel",NA,-26,NA,NA,-19,NA
"72","Alaska","Fairbanks North Star",-48,-34,NA,-76,-32,12
"73","Alaska","Juneau",-61,-34,-34,-66,-31,-1
"74","Alaska","Kenai Peninsula Borough",-49,-28,NA,NA,-24,14
"75","Alaska","Ketchikan Gateway",-48,-38,NA,NA,-32,NA
"76","Alaska","Kodiak Island",-50,NA,NA,NA,-23,NA
"77","Alaska","Matanuska-Susitna",-48,-33,NA,NA,-33,10
"78","Alaska","North Slope",NA,NA,NA,NA,-7,NA
"79","Alaska","Sitka",-59,NA,NA,NA,-31,NA
"80","Alaska","Southeast Fairbanks",NA,NA,NA,NA,-35,NA
"81","Alaska","Valdez-Cordova",NA,NA,NA,NA,-22,NA
"82","Arizona","Total",-40,-17,-7,-41,-33,10
"83","Arizona","Apache County",-38,-13,-35,-8,-27,20
"84","Arizona","Cochise County",-37,-21,-14,-23,-29,8
"85","Arizona","Coconino County",-55,-24,-25,-34,-38,12
"86","Arizona","Gila County",-14,16,95,NA,-28,11
"87","Arizona","Graham County",-21,14,-63,NA,-19,11
"88","Arizona","Greenlee County",-37,-10,NA,NA,-28,NA
"89","Arizona","La Paz County",-61,-35,-54,-50,-21,NA
"90","Arizona","Maricopa County",-40,-18,-6,-44,-33,10
"91","Arizona","Mohave County",-36,-13,-13,-23,-37,9
"92","Arizona","Navajo County",-29,-9,11,-12,-28,10
"93","Arizona","Pima County",-43,-16,-16,-43,-36,10
"94","Arizona","Pinal County",-27,-23,1,-28,-31,8
"95","Arizona","Santa Cruz County",-56,-47,-29,-25,-33,18
"96","Arizona","Yavapai County",-40,-15,6,-27,-38,9
"97","Arizona","Yuma County",-45,-21,-17,-53,-27,10
"98","Arkansas","Total",-29,-7,81,-22,-27,7
"99","Arkansas","Arkansas County",-22,-7,NA,NA,-11,NA
"100","Arkansas","Ashley County",-24,-4,NA,NA,-27,NA
"101","Arkansas","Baxter County",-30,-2,NA,NA,-26,11
"102","Arkansas","Benton County",-36,-16,56,-65,-34,9
"103","Arkansas","Boone County",-25,-17,NA,NA,-32,14
"104","Arkansas","Bradley County",-28,-17,NA,NA,-37,NA
"105","Arkansas","Carroll County",-27,14,NA,NA,-27,-1
"106","Arkansas","Chicot County",-19,6,NA,NA,-25,NA
"107","Arkansas","Clark County",-33,2,NA,-23,-22,NA
"108","Arkansas","Clay County",-7,-2,NA,NA,-21,NA
"109","Arkansas","Cleburne County",-16,0,NA,NA,-37,NA
"110","Arkansas","Cleveland County",NA,NA,NA,NA,-33,NA
"111","Arkansas","Columbia County",-18,-20,NA,NA,-20,NA
"112","Arkansas","Conway County",2,4,NA,-2,-25,NA
"113","Arkansas","Craighead County",-32,-3,-59,-5,-24,4
"114","Arkansas","Crawford County",-16,-1,NA,-11,-21,14
"115","Arkansas","Crittenden County",-15,-11,NA,-17,-26,15
"116","Arkansas","Cross County",-49,90,NA,NA,-7,NA
"117","Arkansas","Dallas County",-17,NA,NA,NA,-32,NA
"118","Arkansas","Desha County",-8,0,NA,NA,-33,NA
"119","Arkansas","Drew County",-27,-10,NA,NA,-16,NA
"120","Arkansas","Faulkner County",-32,-15,-21,NA,-31,8
"121","Arkansas","Franklin County",-8,12,NA,8,-16,NA
"122","Arkansas","Fulton County",NA,NA,NA,NA,-28,NA
"123","Arkansas","Garland County",-32,-12,17,NA,-32,7
"124","Arkansas","Grant County",-10,-17,NA,NA,-26,NA
"125","Arkansas","Greene County",-18,-4,NA,NA,-20,12
"126","Arkansas","Hempstead County",-19,-13,NA,NA,-24,NA
"127","Arkansas","Hot Spring County",5,9,NA,-28,-24,10
"128","Arkansas","Howard County",-8,-7,NA,NA,-29,NA
"129","Arkansas","Independence County",-27,9,NA,NA,-24,13
"130","Arkansas","Izard County",-24,-15,NA,NA,-29,NA
"131","Arkansas","Jackson County",-10,-12,NA,NA,-14,NA
"132","Arkansas","Jefferson County",-30,4,NA,-14,-26,11
"133","Arkansas","Johnson County",-24,12,-28,NA,-14,-2
"134","Arkansas","Lawrence County",-19,-6,NA,NA,-30,NA
"135","Arkansas","Lincoln County",-60,-16,NA,NA,-23,NA
"136","Arkansas","Little River County",-7,5,NA,NA,-34,NA
"137","Arkansas","Logan County",-5,13,NA,NA,-18,NA
"138","Arkansas","Lonoke County",-23,-5,NA,NA,-27,15
"139","Arkansas","Madison County",-10,17,NA,NA,-11,NA
"140","Arkansas","Marion County",4,5,NA,NA,-26,NA
"141","Arkansas","Miller County",-33,-10,-35,-24,-32,12
"142","Arkansas","Mississippi County",-11,-1,NA,-18,-15,10
"143","Arkansas","Monroe County",-26,-8,NA,NA,-34,NA
"144","Arkansas","Montgomery County",NA,NA,NA,NA,-33,NA
"145","Arkansas","Nevada County",-61,NA,NA,-23,-21,NA
"146","Arkansas","Newton County",NA,NA,NA,NA,-38,NA
"147","Arkansas","Ouachita County",-9,-21,NA,NA,-16,NA
"148","Arkansas","Perry County",NA,NA,NA,NA,-35,NA
"149","Arkansas","Phillips County",-1,-6,NA,NA,-32,NA
"150","Arkansas","Pike County",-30,13,NA,NA,-33,NA
"151","Arkansas","Poinsett County",2,-5,NA,NA,-15,NA
"152","Arkansas","Polk County",-17,3,NA,NA,-25,NA
"153","Arkansas","Pope County",-32,-9,NA,-11,-22,12
"154","Arkansas","Prairie County",NA,NA,NA,NA,-26,NA
"155","Arkansas","Pulaski County",-35,-9,73,-38,-30,9
"156","Arkansas","Randolph County",-22,12,NA,NA,-23,NA
"157","Arkansas","Saline County",-26,-13,-52,-10,-33,7
"158","Arkansas","Scott County",-39,NA,NA,NA,-27,NA
"159","Arkansas","Searcy County",NA,NA,NA,NA,-39,NA
"160","Arkansas","Sebastian County",-36,-11,45,-41,-27,7
"161","Arkansas","Sevier County",-24,-11,NA,NA,-19,NA
"162","Arkansas","Sharp County",-17,-7,NA,NA,-26,NA
"163","Arkansas","St. Francis County",-16,10,NA,-22,-25,NA
"164","Arkansas","Stone County",-11,-29,NA,NA,-26,NA
"165","Arkansas","Union County",-33,-8,NA,NA,-24,8
"166","Arkansas","Van Buren County",-20,NA,NA,NA,-39,NA
"167","Arkansas","Washington County",-37,-16,37,-10,-34,8
"168","Arkansas","White County",-27,-12,-19,4,-21,9
"169","Arkansas","Yell County",-11,13,16,NA,-19,NA
"170","California","Total",-50,-24,-38,-54,-39,15
"171","California","Alameda County",-58,-27,-14,-64,-44,17
"172","California","Amador County",-41,-20,-50,NA,-44,0
"173","California","Butte County",-45,-16,-23,-45,-34,11
"174","California","Calaveras County",-42,-12,-28,NA,-39,10
"175","California","Colusa County",-37,-1,NA,-32,-37,NA
"176","California","Contra Costa County",-48,-21,-15,-49,-41,15
"177","California","Del Norte County",-31,-11,-26,NA,-29,NA
"178","California","El Dorado County",-58,-37,-35,-50,-48,13
"179","California","Fresno County",-40,-14,-27,-43,-31,11
"180","California","Glenn County",-23,-14,-11,-20,-36,2
"181","California","Humboldt County",-48,-23,-10,-48,-35,11
"182","California","Imperial County",-53,-31,-65,-62,-32,16
"183","California","Inyo County",-75,-37,-35,NA,-39,NA
"184","California","Kern County",-43,-17,-16,-37,-30,11
"185","California","Kings County",-34,-14,-12,-43,-27,10
"186","California","Lake County",-38,-13,-42,-42,-33,16
"187","California","Lassen County",-30,-8,NA,NA,-22,NA
"188","California","Los Angeles County",-51,-27,-48,-54,-41,17
"189","California","Madera County",-39,-25,-20,-30,-30,11
"190","California","Marin County",-61,-30,-59,-61,-42,17
"191","California","Mariposa County",-75,-23,-72,NA,-45,NA
"192","California","Mendocino County",-47,-29,-39,-44,-32,17
"193","California","Merced County",-34,-18,-1,-37,-26,11
"194","California","Modoc County",-59,-9,NA,NA,-26,NA
"195","California","Mono County",-100,-60,-57,NA,-73,NA
"196","California","Monterey County",-46,-19,-48,-45,-43,14
"197","California","Napa County",-53,-34,-24,-45,-51,18
"198","California","Nevada County",-56,-26,-48,-73,-41,15
"199","California","Orange County",-52,-24,-31,-55,-44,17
"200","California","Placer County",-52,-27,-2,-55,-44,13
"201","California","Plumas County",-30,-8,NA,NA,-25,NA
"202","California","Riverside County",-43,-20,-44,-41,-39,14
"203","California","Sacramento County",-45,-21,-1,-57,-37,13
"204","California","San Benito County",-45,-25,-36,NA,-32,23
"205","California","San Bernardino County",-45,-23,-36,-42,-34,14
"206","California","San Diego County",-50,-26,-51,-64,-41,15
"207","California","San Francisco County",-75,-37,-55,-66,-53,21
"208","California","San Joaquin County",-41,-16,-16,-31,-30,12
"209","California","San Luis Obispo County",-56,-29,-27,-58,-45,13
"210","California","San Mateo County",-60,-26,-35,-83,-46,19
"211","California","Santa Barbara County",-47,-17,-30,-51,-40,13
"212","California","Santa Clara County",-62,-33,-22,-71,-48,17
"213","California","Santa Cruz County",-55,-27,-40,-57,-41,15
"214","California","Shasta County",-39,-15,-21,-22,-31,9
"215","California","Siskiyou County",-35,-20,-6,9,-25,13
"216","California","Solano County",-45,-21,-18,-37,-34,13
"217","California","Sonoma County",-53,-22,-58,-54,-41,15
"218","California","Stanislaus County",-44,-19,-12,-28,-29,11
"219","California","Sutter County",-41,-18,-28,-43,-34,13
"220","California","Tehama County",-34,-9,-9,-22,-27,15
"221","California","Trinity County",-65,-20,NA,NA,-28,NA
"222","California","Tulare County",-39,-13,-27,-28,-25,11
"223","California","Tuolumne County",-48,-17,-67,NA,-38,14
"224","California","Ventura County",-46,-24,-24,-40,-39,14
"225","California","Yolo County",-43,-23,2,-34,-37,13
"226","California","Yuba County",-34,-12,24,-34,-38,13
"227","Colorado","Total",-51,-27,-12,-60,-40,13
"228","Colorado","Adams County",-49,-25,-12,-30,-36,13
"229","Colorado","Alamosa County",-44,-28,NA,NA,-28,NA
"230","Colorado","Arapahoe County",-52,-30,14,-36,-40,14
"231","Colorado","Archuleta County",-60,-28,NA,NA,-44,NA
"232","Colorado","Boulder County",-59,-32,-7,-44,-47,15
"233","Colorado","Broomfield County",-57,-30,9,-46,-41,30
"234","Colorado","Chaffee County",-56,-31,-36,NA,-45,NA
"235","Colorado","Clear Creek County",-88,-55,-42,NA,-40,NA
"236","Colorado","Conejos County",NA,NA,NA,NA,-29,NA
"237","Colorado","Delta County",-41,-20,-40,NA,-19,5
"238","Colorado","Denver County",-63,-25,-17,-75,-43,16
"239","Colorado","Douglas County",-56,-36,10,-50,-43,14
"240","Colorado","Eagle County",-75,-47,-46,-67,-74,26
"241","Colorado","El Paso County",-45,-22,-1,-55,-40,12
"242","Colorado","Elbert County",-22,-16,NA,NA,-37,0
"243","Colorado","Fremont County",-35,-13,-7,NA,-29,14
"244","Colorado","Garfield County",-51,-35,4,-34,-45,22
"245","Colorado","Gilpin County",NA,NA,NA,NA,-67,NA
"246","Colorado","Grand County",-85,-49,-84,-43,-60,NA
"247","Colorado","Gunnison County",-73,-43,-50,NA,-55,NA
"248","Colorado","Huerfano County",-62,-43,NA,NA,-28,NA
"249","Colorado","Jefferson County",-53,-41,-3,-39,-43,14
"250","Colorado","Kit Carson County",-39,-20,NA,-18,-13,NA
"251","Colorado","La Plata County",-58,-28,4,-68,-43,25
"252","Colorado","Lake County",-82,-33,NA,NA,-57,NA
"253","Colorado","Larimer County",-53,-27,1,-38,-38,13
"254","Colorado","Las Animas County",-40,-23,NA,NA,-21,NA
"255","Colorado","Lincoln County",-33,-31,NA,-31,-30,NA
"256","Colorado","Logan County",-32,-15,NA,NA,-26,NA
"257","Colorado","Mesa County",-40,-21,11,-35,-35,9
"258","Colorado","Moffat County",-26,-22,NA,NA,-36,NA
"259","Colorado","Montezuma County",-39,-14,NA,NA,-31,-1
"260","Colorado","Montrose County",-45,-31,NA,NA,-36,17
"261","Colorado","Morgan County",-40,-33,0,-23,-18,14
"262","Colorado","Otero County",-32,-28,NA,NA,-25,NA
"263","Colorado","Ouray County",-28,NA,NA,NA,-56,NA
"264","Colorado","Park County",-84,-44,3,NA,-52,NA
"265","Colorado","Pitkin County",-100,-56,NA,-85,-75,NA
"266","Colorado","Prowers County",-32,-25,NA,-33,-17,NA
"267","Colorado","Pueblo County",-42,-21,-45,-32,-29,9
"268","Colorado","Rio Blanco County",NA,NA,NA,NA,-28,NA
"269","Colorado","Rio Grande County",-38,-24,NA,NA,-17,NA
"270","Colorado","Routt County",-82,-49,-48,-65,-62,-2
"271","Colorado","Saguache County",NA,NA,NA,NA,-44,NA
"272","Colorado","San Miguel County",-80,NA,NA,NA,-69,NA
"273","Colorado","Summit County",-86,-73,-74,-67,-71,5
"274","Colorado","Teller County",-46,-23,NA,NA,-45,-1
"275","Colorado","Weld County",-42,-26,-4,-32,-33,12
"276","Colorado","Yuma County",-33,-22,NA,NA,-30,NA
"277","Connecticut","Total",-56,-32,-52,-64,-38,15
"278","Connecticut","Fairfield County",-61,-35,-60,-72,-44,17
"279","Connecticut","Hartford County",-56,-31,-48,-61,-35,13
"280","Connecticut","Litchfield County",-51,-27,-40,NA,-33,13
"281","Connecticut","Middlesex County",-58,-28,-49,-60,-38,15
"282","Connecticut","New Haven County",-56,-31,-52,-62,-36,14
"283","Connecticut","New London County",-56,-28,-45,-67,-41,15
"284","Connecticut","Tolland County",-59,-33,-38,-38,-37,14
"285","Connecticut","Windham County",-42,-27,-58,-69,-32,12
"286","Delaware","Total",-47,-28,-6,-57,-37,12
"287","Delaware","Kent County",-45,-32,2,-50,-35,11
"288","Delaware","New Castle County",-48,-31,5,-60,-37,13
"289","Delaware","Sussex County",-46,-23,-5,-40,-36,11
"290","District of Columbia","Total",-64,-30,-41,-68,-47,14
"291","Florida","Total",-50,-26,-48,-63,-41,13
"292","Florida","Alachua County",-54,-26,-32,-48,-37,12
"293","Florida","Baker County",-23,-8,NA,-45,-27,-3
"294","Florida","Bay County",-38,-16,-2,-50,-27,8
"295","Florida","Bradford County",-26,0,NA,NA,-26,0
"296","Florida","Brevard County",-44,-22,-26,-37,-38,11
"297","Florida","Broward County",-52,-28,-62,-72,-42,16
"298","Florida","Calhoun County",-38,-5,NA,NA,-28,NA
"299","Florida","Charlotte County",-49,-25,-35,-33,-40,10
"300","Florida","Citrus County",-38,-15,-35,NA,-36,9
"301","Florida","Clay County",-33,-15,1,NA,-34,10
"302","Florida","Collier County",-56,-29,-62,-56,-44,14
"303","Florida","Columbia County",-36,-8,-41,-25,-25,8
"304","Florida","DeSoto County",-35,-21,-28,NA,-26,12
"305","Florida","Dixie County",-30,-4,NA,NA,-31,NA
"306","Florida","Duval County",-36,-13,-26,-40,-33,10
"307","Florida","Escambia County",-38,-10,-11,-47,-32,9
"308","Florida","Flagler County",-44,-16,-34,NA,-40,10
"309","Florida","Franklin County",-56,-12,-14,NA,-30,NA
"310","Florida","Gadsden County",-24,-10,NA,-36,-31,14
"311","Florida","Gilchrist County",-26,-1,NA,NA,-24,NA
"312","Florida","Glades County",-62,NA,-65,-39,-30,NA
"313","Florida","Gulf County",-28,-1,NA,NA,-16,NA
"314","Florida","Hamilton County",-16,-4,NA,-28,-24,NA
"315","Florida","Hardee County",-30,-29,-30,NA,-29,NA
"316","Florida","Hendry County",-34,-10,-42,NA,-28,12
"317","Florida","Hernando County",-36,-16,-10,-37,-36,10
"318","Florida","Highlands County",-44,-21,-49,NA,-36,9
"319","Florida","Hillsborough County",-52,-30,-53,-67,-42,14
"320","Florida","Holmes County",-19,-12,NA,NA,-18,NA
"321","Florida","Indian River County",-46,-29,-30,-47,-38,11
"322","Florida","Jackson County",-29,-11,NA,-32,-32,12
"323","Florida","Jefferson County",-20,-10,NA,NA,-28,NA
"324","Florida","Lafayette County",NA,NA,NA,NA,-28,NA
"325","Florida","Lake County",-42,-24,-24,-57,-41,12
"326","Florida","Lee County",-55,-28,-60,-69,-41,12
"327","Florida","Leon County",-45,-22,0,-50,-36,11
"328","Florida","Levy County",-35,-12,-20,NA,-31,12
"329","Florida","Liberty County",NA,-5,NA,NA,-28,NA
"330","Florida","Madison County",-41,-2,NA,-26,-31,NA
"331","Florida","Manatee County",-48,-22,-28,-63,-36,11
"332","Florida","Marion County",-41,-21,-40,-31,-34,9
"333","Florida","Martin County",-50,-28,-28,-59,-37,12
"334","Florida","Miami-Dade County",-57,-35,-77,-71,-46,18
"335","Florida","Monroe County",-74,-47,-76,-76,-55,15
"336","Florida","Nassau County",-40,-18,-24,-68,-34,10
"337","Florida","Okaloosa County",-39,-14,-7,-62,-32,9
"338","Florida","Okeechobee County",-37,-10,-23,-84,-33,11
"339","Florida","Orange County",-70,-42,-59,-80,-53,17
"340","Florida","Osceola County",-64,-40,-49,-65,-54,18
"341","Florida","Palm Beach County",-49,-23,-65,-61,-40,15
"342","Florida","Pasco County",-40,-24,-10,-25,-35,11
"343","Florida","Pinellas County",-51,-25,-16,-44,-39,12
"344","Florida","Polk County",-40,-22,-28,-29,-38,11
"345","Florida","Putnam County",-23,-15,-20,NA,-33,9
"346","Florida","Santa Rosa County",-28,-13,17,NA,-32,9
"347","Florida","Sarasota County",-52,-28,-59,-28,-41,11
"348","Florida","Seminole County",-48,-21,-19,-74,-42,13
"349","Florida","St. Johns County",-48,-13,-53,-34,-41,11
"350","Florida","St. Lucie County",-40,-14,-22,-52,-34,11
"351","Florida","Sumter County",-50,-21,-31,-36,-45,10
"352","Florida","Suwannee County",-28,-14,0,-42,-27,11
"353","Florida","Taylor County",-34,-7,NA,NA,-25,NA
"354","Florida","Union County",-44,-5,NA,NA,-35,NA
"355","Florida","Volusia County",-42,-19,-10,-39,-38,10
"356","Florida","Wakulla County",-25,-20,20,NA,-20,16
"357","Florida","Walton County",-46,-23,-29,-21,-31,9
"358","Florida","Washington County",-33,5,NA,NA,-31,NA
"359","Georgia","Total",-42,-17,-2,-52,-37,11
"360","Georgia","Appling County",-28,-16,NA,NA,-19,NA
"361","Georgia","Atkinson County",-29,12,NA,NA,-26,NA
"362","Georgia","Bacon County",-26,-15,NA,NA,-20,NA
"363","Georgia","Baldwin County",-34,-20,NA,NA,-31,13
"364","Georgia","Banks County",-35,NA,NA,NA,-19,NA
"365","Georgia","Barrow County",-35,-12,-37,NA,-34,11
"366","Georgia","Bartow County",-42,-5,40,-25,-33,9
"367","Georgia","Ben Hill County",-28,9,NA,NA,-30,NA
"368","Georgia","Berrien County",-28,5,NA,NA,-20,NA
"369","Georgia","Bibb County",-43,-16,36,-27,-32,10
"370","Georgia","Bleckley County",-31,-8,NA,NA,-37,NA
"371","Georgia","Brantley County",-27,-4,NA,NA,-28,NA
"372","Georgia","Brooks County",-38,-5,NA,NA,-23,NA
"373","Georgia","Bryan County",-45,-19,-9,-29,-36,18
"374","Georgia","Bulloch County",-41,-12,NA,NA,-35,9
"375","Georgia","Burke County",-24,-7,-23,NA,-14,NA
"376","Georgia","Butts County",-30,-6,NA,-13,-31,-1
"377","Georgia","Camden County",-35,3,7,-29,-30,16
"378","Georgia","Candler County",-57,-20,NA,NA,-24,NA
"379","Georgia","Carroll County",-38,-18,12,-25,-36,10
"380","Georgia","Catoosa County",-38,-8,14,NA,-33,16
"381","Georgia","Charlton County",-31,7,NA,NA,-25,NA
"382","Georgia","Chatham County",-50,-24,-32,-48,-41,11
"383","Georgia","Chattahoochee County",-53,-39,NA,NA,-36,NA
"384","Georgia","Chattooga County",-15,-2,NA,NA,-42,NA
"385","Georgia","Cherokee County",-39,-20,59,NA,-40,12
"386","Georgia","Clarke County",-51,-24,-21,-30,-41,12
"387","Georgia","Clayton County",-30,-18,15,-80,-33,11
"388","Georgia","Clinch County",NA,-2,NA,NA,-25,NA
"389","Georgia","Cobb County",-49,-22,-47,-38,-41,13
"390","Georgia","Coffee County",-41,-8,NA,NA,-23,11
"391","Georgia","Colquitt County",-31,-6,NA,NA,-25,13
"392","Georgia","Columbia County",-35,-7,-20,-44,-37,11
"393","Georgia","Cook County",-17,2,NA,-21,-21,NA
"394","Georgia","Coweta County",-46,-16,-56,-15,-35,11
"395","Georgia","Crawford County",NA,NA,NA,NA,-20,NA
"396","Georgia","Crisp County",-28,-22,NA,-10,-35,NA
"397","Georgia","Dade County",-49,-9,NA,-16,-23,NA
"398","Georgia","Dawson County",-49,-25,17,NA,-37,0
"399","Georgia","DeKalb County",-47,-26,-15,-27,-42,13
"400","Georgia","Decatur County",-24,-10,NA,NA,-19,-3
"401","Georgia","Dodge County",-26,-5,NA,NA,-26,NA
"402","Georgia","Dooly County",-59,-25,NA,-28,-21,NA
"403","Georgia","Dougherty County",-51,-24,-37,-30,-34,11
"404","Georgia","Douglas County",-40,-26,-2,-28,-37,11
"405","Georgia","Early County",-73,-23,NA,NA,-27,NA
"406","Georgia","Effingham County",-28,-7,NA,NA,-33,16
"407","Georgia","Elbert County",-13,3,NA,NA,-25,NA
"408","Georgia","Emanuel County",-21,17,NA,NA,-9,NA
"409","Georgia","Evans County",-22,4,NA,NA,-23,NA
"410","Georgia","Fannin County",-45,-21,38,NA,-38,NA
"411","Georgia","Fayette County",-40,-29,25,NA,-43,13
"412","Georgia","Floyd County",-36,-8,28,NA,-28,9
"413","Georgia","Forsyth County",-45,-32,3,NA,-42,13
"414","Georgia","Franklin County",-42,-15,-22,-22,-28,NA
"415","Georgia","Fulton County",-54,-26,-44,-47,-43,13
"416","Georgia","Gilmer County",-45,-31,NA,NA,-33,2
"417","Georgia","Glynn County",-45,-22,-32,-39,-40,10
"418","Georgia","Gordon County",-30,-8,NA,-20,-33,15
"419","Georgia","Grady County",-35,-6,NA,NA,-35,-1
"420","Georgia","Greene County",-17,-13,NA,NA,-36,NA
"421","Georgia","Gwinnett County",-50,-24,-9,-42,-46,15
"422","Georgia","Habersham County",-35,-10,NA,NA,-27,13
"423","Georgia","Hall County",-39,-19,51,-20,-34,10
"424","Georgia","Hancock County",NA,6,NA,NA,-24,NA
"425","Georgia","Haralson County",-27,-6,-29,-22,-33,8
"426","Georgia","Harris County",-4,9,NA,NA,-41,13
"427","Georgia","Hart County",-18,-6,NA,NA,-17,NA
"428","Georgia","Heard County",NA,2,NA,NA,-31,NA
"429","Georgia","Henry County",-42,-13,22,NA,-41,12
"430","Georgia","Houston County",-39,-15,-6,NA,-36,10
"431","Georgia","Irwin County",NA,-2,NA,NA,-26,NA
"432","Georgia","Jackson County",-61,-38,NA,-22,-30,16
"433","Georgia","Jasper County",-39,-2,NA,NA,-9,NA
"434","Georgia","Jeff Davis County",-27,-12,NA,NA,-21,NA
"435","Georgia","Jefferson County",-28,-3,NA,NA,-13,NA
"436","Georgia","Jenkins County",-33,2,NA,NA,-25,NA
"437","Georgia","Johnson County",NA,-9,NA,NA,-26,NA
"438","Georgia","Jones County",-25,4,NA,NA,-38,8
"439","Georgia","Lamar County",-34,-6,NA,NA,-36,NA
"440","Georgia","Lanier County",-43,-6,NA,NA,-35,NA
"441","Georgia","Laurens County",-42,-15,NA,-27,-31,14
"442","Georgia","Lee County",-45,-21,NA,NA,-28,11
"443","Georgia","Liberty County",-32,-17,-17,-22,-27,10
"444","Georgia","Lincoln County",NA,NA,NA,NA,-27,NA
"445","Georgia","Long County",NA,NA,NA,NA,-30,NA
"446","Georgia","Lowndes County",-45,-17,-13,-21,-29,8
"447","Georgia","Lumpkin County",-35,19,NA,NA,-37,6
"448","Georgia","Macon County",-35,-4,NA,NA,-22,NA
"449","Georgia","Madison County",-51,-17,NA,NA,-24,8
"450","Georgia","Marion County",NA,12,NA,NA,-27,NA
"451","Georgia","McDuffie County",-14,4,NA,-21,-18,NA
